Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0205090,Right,spco,right,888,502,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0439178,percent positive cells,qnco,positive,888,508,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0205090,Right,spco,right,724,523,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0205091,Left,spco,left,724,529,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0033095,Pressure- physical agent,phpr,pressure,724,534,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C3817553,100%,qnco,100,724,553,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0439422,milligram/day,qnco,mg p.o. q. day,724,557,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,574,608,"Her pain , and he was transfuse .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0030193,Pain,sosy,pain,1000,578,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,608,697,"The patient underwent severe status post bilateral count of 1.5 , PT , with a problems .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030705,Patients,podg,patient,1000,612,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,630,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0238767,Bilateral,spco,bilateral,888,649,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0750480,Count,qnco,count,888,659,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C3844012,1.5,qnco,1.5,1000,668,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,697,865,"The patient had a resulter to the end of the right left pressure 120/80 , and the patient was seen in the right left pressure 120/80 , and the patient was transfused .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,701,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0444930,End,spco,end,1000,731,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205090,Right,spco,right,766,742,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205091,Left,spco,left,766,748,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0033095,Pressure- physical agent,phpr,pressure,766,753,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,779,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205090,Right,spco,right,766,803,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205091,Left,spco,left,766,809,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0033095,Pressure- physical agent,phpr,pressure,766,814,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,840,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,865,989,The patient was transferred to the Emergency and a left pressure 10/15/96 and an episodial and the patient was transfused .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,869,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0205091,Left,spco,left,766,916,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0033095,Pressure- physical agent,phpr,pressure,766,921,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C3842590,10%,qnco,10,766,930,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,964,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,989,1054,The patient is a pain of the left and a left pressure 10/24/96 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,993,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030193,Pain,sosy,pain,1000,1006,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0205091,Left,spco,left,1000,1018,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0205091,Left,spco,left,766,1029,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0033095,Pressure- physical agent,phpr,pressure,766,1034,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C3842590,10%,qnco,10,766,1043,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,text,1054,1139,He was treated with a prior to the the patient was seen in the left pressure 12300 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0332152,Before,tmco,prior to,1000,1076,1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0030705,Patients,podg,patient,1000,1093,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0205091,Left,spco,left,790,1117,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0033095,Pressure- physical agent,phpr,pressure,790,1122,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,text,1139,1197,The patient was transferred to the Emergency and a pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0030705,Patients,podg,patient,1000,1143,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0030193,Pain,sosy,pain,1000,1190,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,text,1197,1215,He had a proband t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,32,Test Data 014: 455 stvpctkxo 0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,32,91,"Finally , the patient should see her cardiac surgeon , Dr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0030705,Patients,podg,patient,1000,46,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0586889,Cardiac surgeon,prog,cardiac surgeon,1000,69,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,91,143,Greg Mumbower at 282-008-4347 in four to six weeks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205450,Four,qnco,four,1000,124,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205452,Six,qnco,six,888,132,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0439230,week,tmco,weeks,888,136,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,143,323,"The patient should arrange her followup appointments as indicated , and shister and no tube , he was transellical spoint and he had a chest pain and packed on a pain to the fild .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,147,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C1522577,follow-up,hlca,followup,888,174,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0003629,Appointments,tmco,appointments,888,183,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C1561954,tube,mnob,tube,1000,230,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0008031,Chest Pain,sosy,chest pain,1000,277,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030193,Pain,sosy,pain,1000,304,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,relation,3,1,C0008031,sosy,,,0,,,,,,,,,,1000,277,287,AUX,PROCESS_OF,,271,274,5,5,C0030705,Patients,"podg,humn",humn,,,patient,,,0,1000,147,154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,323,389,"Disposition , stable of 10/25/97 , he had no he was notal cells .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0743223,Disposition,qlco,Disposition,1000,323,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C3842590,10%,qnco,10,802,347,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0007584,Cell Count,lbpr,cells,861,381,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,389,543,"He was treated by positive count of the patient was taken to the ambulation , left cardiac or discharged for the right pomit with subsequent and a good .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0439178,percent positive cells,qnco,positive,888,407,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0750480,Count,qnco,count,888,416,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,1000,429,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0080331,Walking (activity),dora,ambulation,1000,454,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0018787,Heart,bpoc,cardiac,1000,472,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0205090,Right,spco,right,694,502,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0332282,Following,tmco,subsequent,1000,519,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0205170,Good,qlco,good,1000,536,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,543,572,She had a lungs were clear .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0024109,Lung,bpoc,lungs,1000,553,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C1709157,Negative Surgical Margin,fndg,clear,1000,564,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,572,642,"Her treated for situses1 , and her report and a left poor carcinoma .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0205091,Left,spco,left,851,620,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0032854,Poverty,grpa,poor,851,625,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0007097,Carcinoma,neop,carcinoma,851,630,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,642,675,Pt was discharged on admission .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0457453,On admission,tmco,on admission,1000,660,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,675,731,She has no respiratory rate and supper downg a female .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0231832,Respiratory rate,clna,respiratory rate,1000,686,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C2699739,Supper,dora,supper,694,707,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0043210,Woman,popg,female,1000,722,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,731,818,The patient is a 20 with distal status proved and no abdominal do not and no further .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,735,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0449438,Status,qlco,status,861,763,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0000726,Abdomen,blor,abdominal,1000,784,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C1518422,Negation,ftcn,not,1000,797,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C1517331,Further,spco,further,1000,808,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,818,959,"At that time , with a regular surgical , she was transferred to the left prior and the patient is on 12/19/00 and regular rate and achiams .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0040223,Time,tmco,time,1000,826,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0205272,Regular,qlco,regular,888,840,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0543467,Operative Surgical Procedures,topp,surgical,888,848,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0205091,Left,spco,left,888,886,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0332152,Before,tmco,prior,888,891,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,905,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0205272,Regular,qlco,regular,888,932,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0871208,Rating (action),acty,rate,888,940,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,text,959,987,He had an ept of negative .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,,,gngm,ept,1000,969,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0205160,Negative,fndg,negative,1000,976,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,text,987,1027,On Moth creatinine 10/27/05 is 10/308 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0026593,Moths,euka,Moth,771,990,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0010294,Creatinine,"bacs,orch",creatinine,771,995,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C3842590,10%,qnco,10,771,1006,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C3842590,10%,qnco,10,861,1018,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,text,1027,1116,The patient was treated with approximately severe note to the totaborac and an abdomen .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0030705,Patients,podg,patient,1000,1031,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0332232,Approximate,qlco,approximately,851,1056,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,851,1070,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C1316572,Evaluation and management note:Finding:Point in time:{Setting}:Document:{Provider},clna,note,851,1077,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0000726,Abdomen,blor,abdomen,1000,1106,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,text,1116,1198,"Diagnosis , status post count of 5 , hospital count the patient had a subration .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0011900,Diagnosis,diap,Diagnosis,1000,1116,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0750480,Count,qnco,count,1000,1140,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,1153,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0030705,Patients,podg,patient,1000,1172,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,text,1198,1215,The patient to be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,entity,C0030705,Patients,podg,patient,1000,1202,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,32,Test Data 015: 455 stvpctkxo 0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,32,91,"Finally , the patient should see her cardiac surgeon , Dr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0030705,Patients,podg,patient,1000,46,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0586889,Cardiac surgeon,prog,cardiac surgeon,1000,69,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,91,143,Greg Mumbower at 282-008-4347 in four to six weeks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205450,Four,qnco,four,1000,124,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205452,Six,qnco,six,888,132,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0439230,week,tmco,weeks,888,136,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,143,231,"The patient should arrange her followup appointments as indicated , and ilanostricule .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,147,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C1522577,follow-up,hlca,followup,888,174,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0003629,Appointments,tmco,appointments,888,183,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,231,302,The patient underwent to notaed on Lopoid 5 viate to have avasostomy .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0030705,Patients,podg,patient,1000,235,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,302,360,Heacytp and akeus ovashy for 5-100 prn of Dihest non 26 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0439084,>5,qnco,5-100,623,331,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C3817553,100%,qnco,5-100,623,331,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,,,gngm,prn,623,337,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C1518422,Negation,ftcn,non,827,351,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,360,517,"This he was admitted for Humature of Instruction is to nowed breach follow up with clear to 07/25 or discompiuroutolic and good KCOT , To. pressuaded mggs .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0039401,Educational process of instructing,edac,Instruction,1000,397,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C1522577,follow-up,hlca,follow up,1000,428,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C1709157,Negative Surgical Margin,fndg,clear,1000,443,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0205170,Good,qlco,good,694,483,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,517,554,"Encotid surgical , elaginal stated .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0543467,Operative Surgical Procedures,topp,surgical,660,525,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C1301808,Geographic state,geoa,stated,1000,545,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,554,603,"Intensive care , but have bowel incompwhisgion .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0085559,intensive care,hlca,Intensive care,1000,554,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0021853,Intestines,bpoc,bowel,694,580,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,603,677,"The patient mavessing renal rose , of further carcomartike of lase term .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,775,607,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0022646,Kidney,bpoc,renal,775,625,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0035853,Rosa,plnt,rose,775,631,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C1517331,Further,spco,further,694,641,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,677,720,PAST MESIC [ report_end ] </TEXT> </RECORD>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C4284302,EHD1 wt Allele,gngm,PAST,694,677,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0444930,End,spco,end,851,697,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C1527021,Text,inpr,TEXT,851,705,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0034869,Records,inpr,RECORD,1000,713,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,114,<REC DIAGNOSES : EXT END was 58 and accontinued right interosis and ahesurmation regalgita frequed to admission .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1424025,MCM8 gene,gngm,REC,888,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0011900,Diagnosis,diap,DIAGNOSES,888,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,,,gngm,EXT,861,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0444930,End,spco,END,861,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205090,Right,spco,right,660,48,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,114,238,"PAST MESTLAPETIL 05-70/14 q604 cabe Astioning Cathethreab Commanyshers , spidiect for the hospital distpsor liter , liter .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C4284302,EHD1 wt Allele,gngm,PAST,546,114,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C3842584,70%,qnco,70,546,134,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0019994,Hospitals,"hcro,mnob",hospital,802,204,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0475211,liter,qnco,liter,802,222,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0475211,liter,qnco,liter,1000,230,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,238,240,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,240,315,DISCHARGE DIAGNOSIS : And insulin 120 but the centilatory in the therapy .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C1555319,discharge diagnosis,fndg,DISCHARGE DIAGNOSIS,1000,240,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0021641,Insulin,"aapp,horm,phsu",insulin,861,266,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,315,393,"She was may have G2,  , 11989 , normount femoral return proved at extrusity .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0015811,Femur,bpoc,femoral,660,356,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
